quote,author,tags,likes
"Fasting is, at its core, an invitation to intimacy. It's an emptying of all so we can be filled by His all.","Reward Sibanda,","bible, christian, faith, fasting, jesus",0
"She’d heard that Jesus took the form of a man and floated up into the sky. Well, why shouldn’t the god of the sea appear in the sea? Which was more ridiculous? She shook her head, perplexed.","Kiyoko Murata,",faith,0
The key is faith + fate + feat,Palak Tewary,"faith, fate, feat, inspirational, motivational",0
"This water was in your way to heaven, and written in your Lord's book; ye behoved to cross it: and therefore, kiss His wise and unerring providence. Let not the censures of men, who see but the outside of things (and scarce well that), abate your courage and rejoicing in the Lord; howbeit, your faith seeth the black side of providence, yet it hath a better side, and God shall let you see it.","Samuel Rutherford,","christian-life, encouragement, faith, sovereignty-of-god, trials",0
"Though all faith had left her during the war, she half staggered into St. Andrew's Church. She wanted to feel the touch of prayers fanning around her like butterfly wings, and she wanted to be held safe in the still coolness of the familiar building","Jacqueline Winspear,","faith, poetry, prayer",0
"We may wish and beg life to “let this cup pass from me” but, eventually, it will come to the point where we have to drink from it if we want to save our sanity and so all we can do is TRUST, take a sip, and know that we will ultimately find our realness at the bottom of the cup.","Oli Anderson,","acceptance, courage, faith, growth, healing, realness, redemption, surrender-to-god, transformation, trust",0
"The same God that placed that star in a precise orbit millennia before it appeared over Bethlehem in celebration of the birth of the Babe has given at least equal attention to placement of each of us in precise human orbits so that we may, if we will, illuminate the landscape of our individual lives, so that our light may not only lead others but warm them as well.","Neal A. Maxwell,","christianity, faith, god, gods-plan, inspirational",0
"Pick a drop of blood from your finger, pick a drop from another, smudge it all on the palm of your hand - now tell me, which is which - which is heretic, which is believer - which is the Christian blood, which is the Muslim - which is the faithful blood, which is forbidden!","Abhijit Naskar,","divine, divinity, faith, holiness, interfaith, intolerance, multiculturalism, persecution, religious-harmony, tolerance",0
"Allah’s tests are not punishments but invitations... an invitation to grow, to trust, and to return to Him with a heart refined by struggle.",Alex Shaikh,"alex-shaikh, faith, islam, patience",0
"There may be times when we must make a courageous decision to hope even when everything around us contradicts this hope. Like Father Abraham, we will 'against hope believe in hope' (Romans 4:18). Or, as one writer expressed, 'in the depth of winter, we find within us an invincible summer.",Dieter F. Uchtdorf,"christian, christianity, faith, faith-in-god, hope",0
"Faith, hope, and charity complement each other, and as one increases, the others grow as well. Hope comes of faith (see Ether 12:4), for without faith, there is no hope (see Moroni 7:42). In like manner, faith comes of hope, for faith is “the substance of things hoped for” (Hebrews 11:1).

Hope is critical to both faith and charity. When disobedience, disappointment, and procrastination erode faith, hope is there to uphold our faith. When frustration and impatience challenge charity, hope braces our resolve and urges us to care for our neighbors even without expectation of reward. The brighter our hope, the greater our faith. The stronger our hope, the purer our charity.

The things we hope for lead us to faith, while the things we hope in lead us to charity.",Dieter F. Uchtdorf,"charity, christianity, faith, god, hope",0
Christianity is a religion that celebrates interconnected diversity and values differences. It is those in power who have resisted diversity and difference and prostituted Christianity for their own personal gain.,"Lakisha R. Lockhart-Rusch,","bible, black-women, christianity, diversity, faith, jesus, politics, religion, social-justice",0
"How are students to reconcile the incarnational and fleshly reality of Christ, if they cannot embrace their own flesh?","Lakisha R. Lockhart-Rusch,","black-girl-magic, christianity, embodied-faith, faith, religion, spirituality, theology",0
Play recalls us not only to our humanity and the humanity of others but also to our embodied realities.,"Lakisha R. Lockhart-Rusch,","christianity, faith, play, psychology, spirituality, womanism",0
Jesus sees the world as His playground where He can exercise His FAITH.,Vince Baker,"faith, faith-quote, inspirational-quotes, motivational-quotes",0
The degree of risk is the measure of both the task itself as well as the person who has determined to undertake it.,Craig D Lounsbrough,"bravery, challenge, determination, dream, faith, fortitude, person, risk, task, vision",0
"...there was no longer any reason why I should fast. I no longer accepted God's silence. As I swallowed my bowl of soup, I saw in the gesture an act of rebellion and protest against Him. And I nibbled my crust of bread. In the depths of my heart, I felt a great void.","Elie Wiesel,","faith, holocaust-literature, hopelessness, self-realization, void",0
"I am love, I am tolerance, I am what
bigoted monkeys mock as woke and DEI.
No matter what dogmatic primates believe,
prisons of doctrines are not my paradise.","Abhijit Naskar,","divine, faith, fundamentalism, god, godliness, holiness, interfaith, religious-harmony, secular, tolerance",0
"I have great faith in fools - self-confidence, my friends will call it","Edgar Allan Poe,","faith, fools, self-confidence",0
"There isn't anything in this world that you couldn't do or become. Embed this belief by simply repeating it to yourself over and over. Your subconscious mind is incredibly powerful, absorbing what you continuously tell it.",Robin S. Baker,"affirmations, belief, faith, goals, guidance, law-of-assumption, power-of-words, repetition, subconscious, subconscious-mind",0
God has drawn a curtain between myself and heaven and there is no parting it.,"Brian Evenson,","despair, divine-distance, existential-crisis, faith, isolation, loss, separation, spiritual-struggle",0
Your joy is your miracle power to uncertainty.,Chidiebere Orji Agbugba,"excitement, faith, growth, happy, inspiration, joy",0
(E-mail : antonnio7001@gmail.com) ACHETER DE FAUX BILLETS EN BELGIQUE,"Jeanette Winterson,","faith, god, humour, life, love, philosophy",0
(Telegram : @Antonnio7001) WHERE CAN ORDER CLONE CARDS ONLINE,"Michelle Obama,","faith, god, inspirational-quotes, life, love, philosophy, quotes",0
"Gvardiol: “The only thing that matters is power. And you must do all you can whether it be lying or killing to achieve it.”

Pep: “You’re wrong! What truly matters is truth. In our actions and in our words. I’ve always known it deep down. That’s why, I seek out the Terrans and their faith. My faith.","Michael P. Marpaung,","faith, power, truth",3
"I live my faith, not by fear,” he replied stoically. “What value does life hold unless you’re helping others and willing to risk your life for a friend.","C. R. Stewart,","bravery, faith, friendship, stoic",1
"Ethics are the key to liberation, not the anthesis of it.",Craig D. Lounsbrough,"anthesis, ethics, faith, honesty, integrity, morals, principles, values",0
It is a safe thing to trust Him to fulfill the desires which He creates.,Amy Carmichael,"desires, faith, trust",0
"how to change coinbase phone number INSTANT-HELP-24*7
Coinbase customer support at 1-833-590-0301 is available to help you throughout the process. Whether you need help entering your new phone number or verifying the update, they are happy to assist you.
To change your phone number on Coinbase, simply log into your account, go to Settings, and click on the Security tab. You’ll be prompted to enter your new phone number. After inputting the new number, Coinbase will send a verification code to that number for confirmation. If you encounter any issues, you can reach Coinbase support at 1-833-590-0301 for guidance.",Era,faith,0
"coinbase update phone number (ISSue Resolve)
Coinbase customer service is available at 1-833-590-0301 to guide you through the steps. To change your phone number on Coinbase, log into your account and go to the Settings section. Click on the Security tab, where you’ll find the option to update your phone number. Enter your new phone number, and a verification code will be sent to it to confirm the update. If you need further assistance, Coinbase support is available at 1-833-590-0301.
Should you face any issues or need help during the phone number change process, Coinbase customer service can provide step-by-step assistance at 1-833-590-0301.",Era,faith,0
"how to update phone number on coinbase
You can reach them anytime at 1-833-590-0301 for assistance.To update your phone number on Coinbase, start by logging into your account. Then, go to Settings, select the Security tab, and you'll find an option to update your phone number. After entering your new number, Coinbase will send a verification code to the new phone number to confirm the update. If you encounter any issues during this process or need additional assistance, Coinbase customer support can be reached at 1-833-590-0301 for help with updating your phone number.",Era,faith,0
"how to update phone number in coinbase ((Urgent*Update))
Should you need help with any other changes to your phone number or run into issues during the verification process, don’t hesitate to contact Coinbase support at 1-833-590-0301. They can assist you with any difficulties that may arise when updating your contact information to ensure the security of your account.",Era,faith,0
"how to change phone number on coinbase {DIRECT AND INSTANTCONTACT}
Need Help? Call anytime at 1-833-590-0301 for assistance. To update your phone number in Coinbase, head to your Settings section and select Security. Under the Security tab, you’ll find the option to update your phone number. After entering your new number, a verification code will be sent to your new phone. Enter this code to confirm the update. For further assistance or if you face any issues during this process, you can always contact Coinbase support at 1-833-590-0301 to ensure everything is updated correctly.
Coinbase’s support team is available at 1-833-590-0301 if you need help with any step of the phone number update process. They can guide you through the steps and resolve any issues you may experience along the way.",Era,faith,0
"God loves you. He has not abandoned you. Pray, repent, study the scriptures, keep the commandments, and have faith that answers will come in God’s timing. They will. He loves you.","Richelle E. Goodrich,","faith, god, god-loves-you, gods-love, pray, repent, richelle-e-goodrich, richelle-goodrich",0
"I do not know all things. I might not believe some things. But I know what my mom believes; I have heard her testimony. I know her faith, and that has fed my faith on many grim occasions. Sometimes we do well to lean on the faith of others to pull us through until our own faith increases enough to sustain us.","Richelle E. Goodrich,","beliefs, faith, faith-in-god, faith-quotes, richelle-e-goodrich, richelle-goodrich, testimony",0
B’ comes before ‘S”; 2 before 19; the horse comes before the cart; and believing before seeing - This is the protocol of faith!,"Gabriel Ladokun,","bible, bible-inspiration, faith, faith-quotations, faith-quotes, god, motivational-inspirational, motivational-quotes",0
The ‘truth’ that we tell ourselves will always be inferior to a ‘Truth’ that will always be greater than ourselves.,Craig D. Lounsbrough,"christian, fact, faith, god, inferior, jesus, reality, truth",0
"The hardest part is walking toward the things that will seemingly result in our death. It isn’t the struggle, it isn’t the battle, and it isn’t the making. It is the moment when we clearly see all the ways we could be crushed by continuing and still take a step forward. In the pursuit of art, we learn the courage to face death, failure, and fear. It is the bravery of walking towards the things that feel impossible. It is the knowing that to practice our art is to practice resurrection again and again and again. Amen.","Alabaster Co.,","art, christianity, faith, god",0
If God says 'This is the way you should live your life' then this is the way we should live our lives. The only road that leads to lasting joy and genuine happiness is the road that God has paved. It is a straight and narrow path. Have faith enough to stay the course.,"Richelle E. Goodrich,","faith, follow-god, god, keep-the-commandments, lasting-happiness, richelle-e-goodrich, richelle-goodrich, spiritual-quotes",0
"Have faith
in God alone.
Don’t doubt, fear, or falter,
but bend to His will and power.
Trust Him.","Richelle E. Goodrich,","cinquain, faith, have-faith, poetry, richelle-e-goodrich, richelle-goodrich, spiritual-poem, trust-god",0
"Whether you succeed or fail is largely determined by whether you believe or doubt. It is called faith, and it is a real power.","Richelle E. Goodrich,","believe, doubt, failure, faith, faith-is-power, richelle-e-goodrich, richelle-goodrich, success",0
"If miracles are no more, it is because faith is no more. Faith brings about miracles, not the other way around.","Richelle E. Goodrich,","faith, faith-precedes-miracles, miracles, richelle-e-goodrich, richelle-goodrich, spiritual-quotes",0
"Have faith and endure your trials well. Know that God compensates us for the pain and losses in our lives. Someday your heart will heal. Someday it will feel as if those years never happened, or at the very least, as if they were nothing more than a very bad dream.","Richelle E. Goodrich,","compensation-for-pain-and-loss, endure-to-the-end, faith, gods-promises, have-faith, richelle-e-goodrich, richelle-goodrich, spiritual-quotes",0
"Faith is not hoping or wishing something will happen, it is trusting it will happen in God’s way and in His timing.","Richelle E. Goodrich,","faith, have-faith, richelle-e-goodrich, richelle-goodrich, spiritual-quotes, trust-god",0
"Faith is strength, courage, belief, will, hope, power, and determination all wrapped up together. Faith is the blade used to slay our doubts and fears.","Richelle E. Goodrich,","belief, courage, doubts-and-fears, faith, faith-is, hope, richelle-e-goodrich, richelle-goodrich",0
"There are many things in this world that we do not know, that we cannot see, that we do not perceive or comprehend. But I have faith in a god who sees and perceives all, who knows and comprehends all. It is God upon whom I rely.","Richelle E. Goodrich,","faith, rely-on-god, richelle-e-goodrich, richelle-goodrich, spiritual-quotes, trust-god",0
"Faith is not to be reserved for only difficult times. Faith is not confirmed solely in blessed times. Faith is not a rationed, desperate means to be used when hopelessness, fear, or frustration set in. Faith is power for each moment of each day. It is meant for all situations, from the mundane to the most critical. Faith is constant trust in every evidence you experience indicating that God is there.","Richelle E. Goodrich,","exercise-faith, faith, faith-is, have-faith, richelle-e-goodrich, richelle-goodrich, trust-in-god",0
"If the faith of a mustard seed can move mountains, imagine what the faith of a coconut seed could do!","Richelle E. Goodrich,","faith, faith-in-god, faith-of-a-mustard-seed, have-faith, power-of-faith, richelle-e-goodrich, richelle-goodrich",0
"I would not have complete confidence in God if He had not come through for me, time and again. My faith has taken years to grow and develop through the proffering of long, desperate prayers and the endurance of hard, exhausting trials. My faith is not based purely on hope for God’s existence but on evidences that He lives and is fully aware of me. Faith has taught me in whom to trust. Faith has shown me to whom I should turn when in need of anything.","Richelle E. Goodrich,","confidence-in-god, developing-faith, faith, richelle-e-goodrich, richelle-goodrich, spiritual-quotes, trial-of-faith, trust-in-god",0
"Faith is knowing you are not alone. It is realizing that God is right at your side. It is understanding that no matter what happens in life, He will be there to help you through it.","Richelle E. Goodrich,","faith, richelle-e-goodrich, richelle-goodrich, spiritual-quotes, you-are-not-alone",0
"When you have real faith, you act on it. Otherwise, you gain nothing. It’s like when you have an ice cream cone, you eat it. Otherwise, well… it melts.","Richelle E. Goodrich,","act-in-faith, faith, faith-quotes, richelle-e-goodrich, richelle-goodrich, spiritual-quotes",0
"From the source of all infinite, a woven truth will come to stifle it. A dawn will rise when breath does flee and all of this will cease to be.
From star specks to great seas, so too will they bow at the knees. Hold to it now, believe in what you are, overthrow them with tactics even if sitting afar. Use your power, fill up your cup, mourn no more nor cower in fear...soon, just wait its coming, do you hear?",Sai Marie Johnson,"faith, thoughts",0
"BOOK EXCERPT
Did Jesus actually die on the cross? The Roman soldiers were responsible for ensuring that all three crucified prisoners were dead. That was their job. The Roman army had brutal discipline for soldiers who didn't do their job correctly. For example, falling asleep on guard duty was punishable by death. Other corporal punishments included being beaten or having their clothes set on fire. The soldiers would have broken his legs if there was any possibility that Jesus was alive. They didn't. There wasn't anyone there who cried out, ""He's still alive!"" The Jewish rabbis in attendance wanted him to die. They would have said something if Jesus was still alive. After all, they wanted to guarantee that he died.
I don't know how anyone could have survived being beaten, scourged, had a crown of thorns forced onto one's head, crucified, and then stabbed in either the lungs or the heart with a spear. The scourging alone would have been deadly.
Jesus' dead body remained on the cross for a short while. Still, it would have been long enough for blood to accumulate in his lower extremities and for his body to cool. His lower extremities also would have turned bluish. Joseph of Arimathea and Nicodemus retrieved the body and would have noticed at once if Jesus weren't dead. His body would have been warm, and his extremities would not have been distended and bluish. Joseph and Nicodemus didn't notice that, though, because they would have stopped preparing his body for burial if they did.","Tim Mack, Ph.D.","apologetics, faith, god, jesus, prophecy, science",0
"I cannot shut my eyes and plunge confidently into the absurd; that is for me an impossibility, but I do not praise myself for it. I am convinced that God is love; this thought has for me a primordial lyrical validity. When it is present to me I am unspeakably happy; when it is absent I long for it more intensely than the lover for the object of his love. But I do not believe; this courage I lack.","Søren Kierkegaard,","absurdity, courage, faith, god, love",0
"The same Bible verse may say something entirely different to you from what it does to me, based on our individual contexts. In other words, scripture is not monolithic. When we approach it prayerfully, it is personal.","Amos Smith,","christian, faith, god, knowledge, personal, prayers, spiritual, teachings, understanding, views",11
"Blind faith will not take you there, but it will get you started.","Bono,",faith,1
"Your belief means nothing unless you are faithful to it, all the way through, to the very end; when its revelation becomes your truth.",Hugh Mahn,"best-quotes, faith, hugh-mahn, life, life-lessons, revelation-of-self, truth-of-life, wisdom-inspirational",1
"Life is entirely for us to share, love is completely what we receive. The truth that we discover is not limited to our belief; but exclusive to our faith.",Hugh Mahn,"belief, faith, hugh-mahn, life, love, real-love, truth-of-life",0
I have got the blessed eye of faith,"Bahadur Shah Zafar,",faith,0
"She wore hers sacars as the best attire.
A stunning dress made of hellfire",T.L. Martin,"book, faith, poetry, wisdom",0
"Faith is the rock in the storm that ignores the ferocity of the tempest not out of ignorance, but out of a confidence that the lesser person cannot help but interpret as ignorance.",Craig D. Lounsbrough,"assuredness, belief, christian, confidence, faith, god, ignorance, jesus, rock, storm",0
She would just have to give Him time to see what He would do. Sometimes His answers came at the last moment with no prior warning--not exactly a comforting thought. But His answers were never too late and would come at just the right time.,"Alena Mentink,","christian-fiction, faith, historical-romance, trust",0
"Then it is, perhaps, that He must allow our whole world to be turned upside down in order to remind us it is not our permanent abode or final destiny, to bring us to our senses and restore our sense of values, to turn our thoughts once more to him--even if at first our thoughts are questioning and full of reproaches.","Walter Ciszek, SJ","catholicism, faith, inspiring",0
"God is constant in his love if we will but look to him, he will sustain us in every storm if we will but cry to him, he will save us if we will but reach out our hand to him. He is there, if we will only turn to him and learn to trust in him alone.","Walter Ciszek, SJ","catholicism, faith, inspirational",0
"To mollycoddle malice is not religion, to pamper prejudice is not piety.","Abhijit Naskar,","divine, divinity, faith, fundamentalism, holiness, prejudice, religion, religious, spirituality, tolerance",0
"Because all the things God isn't for me,"" she said, ""you are. Because of you I see Him every day. So start talking lizardman, but I warn you, you've got a hard talk ahead of you if you're going to convince me there's no God after He gave you to me.","R. Lee Smith,","endearing, faith, love",0
To pray is to set in motion a force that will crush your skepticism about prayers ability to crush your skepticism.,Craig D. Lounsbrough,"christian, doubt, faith, god, jesus, prayer, skeptical, skepticism",0
"Leaving this world without having known God, without having experienced an intimate relationship with Him is the greatest of failures.",Bertrand Buregeya,"faith, life-purpose, love, relationship, salvation",0
"FAITH' it til you make it and even then, 'FAITH' it to the end!",Sanjo Jendayi,"deserie-johnson, faith, god, hope, sanjo-jendayi, spiritual-quotes, success, trust",0
Life is not all that bad...when you choose to do it with God.,Bertrand Buregeya,"faith, happiness, life, purpose",0
"I cling to hope
Even when it shakes me off","Nathaniel Luscombe,","anxiety, encouragement, faith, hope, hopepunk, life, mental-health, philosophy, poetry, resilience",0
"You may think God will protect you out there, but when you jump off a cliff, God doesn't catch you. His divine protection ends when people insist on doing stupid things they know better than to do!","R. Lee Smith,","faith, truth",0
You have to listen to the still small voice of the Spirit daily if you want to know God.,Vince Baker,"faith, inspirational, inspirational-quotes",0
"God can be found in His Word, so when you get His Word in you, He will be found in you!",Vince Baker,"faith, faith-quotes, famous-quotes, inspiration, inspirational, inspirational-quotes, motivational-quotes, quotes, wisdom-quotes",0
"In the English Church a man succeeds, not through his capacity for belief but through his capacity for disbelief. Ours is the only Church where the sceptic stands at the altar, and where St. Thomas is regarded as the ideal apostle. Many a worthy clergyman, who passes his life in admirable works of kindly charity, lives and dies unnoticed and unknown; but it is sufficient for some shallow uneducated passman out of either University to get up in his pulpit and express his doubts about Noah’s ark, or Balaam’s ass, or Jonah and the whale, for half of London to flock to hear him, and to sit open-mouthed in rapt admiration at his superb intellect. The growth of common sense in the English Church is a thing very much to be regretted. It is really a degrading concession to a low form of realism. It is silly, too. It springs from an entire ignorance of psychology. Man can believe the impossible, but man can never believe the improbable.","Oscar Wilde,","church, doubt, faith, religion",0
"SELF-BETRAYAL is a sentimental melodrama; a deification of our own better judgment, an adoration of shame. I am always true to myself, that is the problem. Who else could I be true to?

When I say that I have let myself down, I am boasting. I am the only person I cannot avoid being faithful to. My sexual relationship with myself, in other words, is a study in monogamy.","Adam Phillips,","betrayal, faith",0
how to login coinbase wallet{,Shiki Mizuchi,faith,0
how to login to coinbase without authenticator ~,Shiki Mizuchi,faith,0
"To be respected is not my concern. So long as I seek to live in obedience to my Lord, respect will come accordingly from the people He deems it necessary.","Criss Jami,","christ, christianity, faith, faithfulness, god, obedience, religious, respect, spiritual, walk-in-obedience",0
"This is a matter of definition, in the final analysis – and therefore, of faith. [The divine] is real insofar as its pursuit makes pain bearable, keeps anxiety at bay; and inspires the hope that springs eternal in the human breast. It is real insofar as it establishes the benevolent and intelligible cosmic order, that infinite place of sinful toil or faithful play. It is as real as the force that opposes pride and calls those who sacrifice improperly to their knees. It is as real as the further reaches of the human imagination, striving fully upward.","Jordan B. Peterson,","faith, god",0
"Did you write those books because you truly believed in the message?” I inquire. “Or because that particular topic happens to be a popular one and you merely just wanted to sell books?""

""I don't understand the question! But I will say... people loved my catchphrase: Strength with a Smile!"" Alicia flashes a cheesy grin and twirls her long brown hair.","Sunshine Rodgers,","book-quotes, bookquote, bookstoread, christianity, darkfiction, faith, fiction, reading, readingtime",0
"We are all in the gutter more than we imagine, but we are also looking up at the Star.","Bear Grylls,","adventure, bear-grylls, devotion, faith, humanity, life",0
Faith is a requisite to living a sanctified life.,Chidiebere Orji Agbugba,"faith, fruitful, life",0
Faith is simply believing what our eyes haven't seen yet,Unknown Christian,faith,0
Is Father good because He is good or because He says He is good?,"Rafael Nicolás,","angels, faith, god, heaven, hell, lucifer, michael",1
"Your belief means nothing unless you are faithful to it, all the way through, to the very end; when its revelation becomes your truth.",Hugh Mahn,"belief, faith, hugh-mahn, life, life-lessons, revelation-of-self, truth, wisdom",1
"It is the nature of reactionary movements to claim that their power is negligible until it is absolute. It is the nature of right-wing American Christianity to nurture a martyrdom that was never theirs, and never will be theirs, and use its sentiments to feed their animus.","Talia Lavin,","america, christianity, faith",1
"True love is a choice, even when it doesn’t come easily. It’s not selfish. It’s about giving to the one I love, even when I don’t feel like it.","Alena Mentink,","christian-fiction, faith, historical-romance, inspirational, western",1
"Kneeling before the Eyucharist is truly a profession of freedom. In the end, it is the most worthwhile and radical remedy against the idolatries of yesterday and of today.","Florian Racine,","catholicism, eucharistic-adoration, faith, real-presence",0
"Some ask why the Church does not want to bless a new union between two people who are seeking to rebuild their lives after the failure of their marriages. One might ask oneself why priests do not show more compassion or mercy, since Jesus forgave all sins and since the priest is there to give divine mercy freely. These biblical texts show that Jesus speaks of marriage in another register. Christ united himself to humanity in an indissoluble way in an eternal marriage by dying on the Cross. Sacramental marriage is sealed in the absolutely indissoluable covenant of Christ with his Church.","Florian Racine,","catholicism, faith, marriage",0
"To want to meet God in us in a ""heart-to-heart"" without passing through the ""face to face"" of adoration requires a purification of the inner self and a solid formation without which prayer risks leading us back to ourselves and not to God present in us.","Florian Racine,","catholicism, eucharistic-adoration, faith, real-presence",0
"Praying is not asking God to bless our own intentions, however good they may be. Praying is asking God for a new way of looking at the world, at others, and at oneself, as well as the grace to live in conformity to the divine will.","Florian Racine,","catholicism, eucharistic-adoration, faith, real-presence",0
"We distance ourselves too much from the Holy Eucharist, we do not preach often enough about this mystery of love par excellence; so souls suffer, they become entirely sensual and material in their piety, inordinately attaching themselves to creatures, because they do not know how to find their consolation and strength in our Lord.",St. Peter Julian Eymard,"catholicism, eucharistic-adoration, faith, real-presence",0
"Keep the fasts, my dear; that's supremely important! Wednesdays and Fridays, well, God will overlook that; but Lent itself, God forbid!","Ivan Goncharov,","christianity, faith, fasting, great-fast, lent, orthodox-christianity, orthodoxy",0
"I, an unstable and uncertain man, had been steered into leadership in an institution that laid claim to transcendental levels of stability and certainty. Maybe that was one of the attractions, but it would not have needed a clairvoyant to predict that there would be trouble ahead.","Richard Holloway,","atheism, certainty, christianity, doubt, faith, religion",0
"You have endured, not to be shackled by your history but to reclaim your present, to live fortunately, freely, and fearlessly.",Rise Visuals,"faith, life, motivational",0
"A life rooted in faith is a life anchored in hope, guided by purpose, and destined for eternity.",Hona Bil,"faith, life, purpose",0
"A life rooted in faith is a life anchored in hope, guided by purpose, and destined for eternity.","Honas Bil,","faith, life, love, path, purpose",0
"If this is for real,
Please don't!!!
We are all struggling one way or the other, a lot of pains on told, a lot of tears retained, a lot of actions revoked, a lot of plans annulled, if am to continue, I definitely have enough words to continue, but non can qualify my thoughts, non can transcribe my very mind, so, in short, don't give up, it's just some few more steps, don't be swallowed up",Daniel I. OWOEYE,"emotions, faith, fears, give-up-dreams, grievance, kiss-of-love, love, seperations, sorrows-of-life, truth-of-life",0
The leaves of a tree need to fall in order to rise anew.,"Fatimah A. Bass,","faith, faith-in-god, hope-quotes, inperational-quotes, leave-the-past, love, palestine",0
"You have to pray for things for ages,' said Tip, 'and you don’t always get them then.'
'Why not?' asked Lovejoy, who wanted a quick return.
'God doesn’t want you to have them, I s’pose,' said Tip.
Lovejoy looked sternly into the church at the plaster figures. 'Which one is God?' she asked.","Rumer Godden,","children, faith, prayer, religion, statues",0
"Belief means nothing unless you are faithful to it, until the end; where you learn the truth.",Hugh Mahn,"beleif, faith, freedom, hugh-mahn, inspiration, life, love, truth, wisdom",0
The realms of the soul and the spirit are so spacious and unending that this little bit of physical discomfort and suffering really doesn’t matter all that much. I do not feel I have been robbed of my freedom; essentially no one can do me any harm at all.,Etty Hillesum,"faith, self-help, self-improvement, spirituality",0
"Living and dying, sorrow and joy, the blisters on my feet and the jasmine behind the house, the persecution, the unspeakable horrors — it is all as one in me, and I accept it all as one mighty whole and begin to grasp it better if only for myself; without being able to explain to anyone else how it all hangs together. I wish I could live for a long time so that one day I may know how to explain it, and if I am not granted that wish, well, then somebody else will perhaps do it, carry on from where my life has been cut short. And that is why I must try to live a good and faithful life to my last breath: so that those who come after me do not have to start all over again, need not face the same difficulties. Isn’t that doing something for future generations?” (3 July 1943)",Etty Hillesum,"faith, self-help, self-improvement, spirituality",0
It's a constant in this country that the people who make the laws love to talk about God when they take things from you.,"Talia Lavin,","america, christianity, faith",0
"Between us, we had over seventy years of marriage under our belts when we met each other in 2021. One would assume we would know everything there was to know about commitment, communication, and the covenant of a marriage relationship. Yet in all those years with our first spouses, we’d never experienced the intimacy and power of praying together. We’d never held hands to pray out loud for our marriage or each other. We weren’t even sure why or how to do that for ourselves until the darkness of our respective grief drove us down to our knees.","Mary T Portzen,","faith, marriage, prayer",0
"It isn’t that rote prayers don’t have a place as a meditative form of prayer. After all, Jesus taught His disciples to pray the Our Father. But rote prayers alone are limiting. If the only conversations I have with a friend or spouse are reading or speaking from a memorized script, how close would I get to them? How well would we know each other without genuine conversation? I could be using all the right words, but would I be having heartfelt talks that encourage and strengthen intimacy? God desires that same intimacy, the kind we seek with a spouse or close friend.","Mary Portzen,","faith, marriage, prayer",0
"We concluded the only way to decide what pleased our Father was to measure everything according to His Word, meditating on “whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable” (Philippians 4:8).
We came up with a plan to make our choices based on the single question: Would we watch this, read that, go there, do this, or have this conversation if Jesus was sitting right next to us? The answer is simple.
Because He is.","Mary Portzen,","christian, faith, prayer",0
"I often remind Nick these last fifteen years of our lives are the most important ones because we are following Jesus and walking the path to heaven together. I’d like to think we’ll have more than fifteen years together, but Nick is in his early seventies, and I just qualified for Medicare. We can’t count on it. What we do count on is God will give us enough time to fulfill His purpose for our lives.","Mary Portzen,","faith, marriage, prayer",0
"Is the nature of men such, that they can reject miracle, and at the great moments of their life, the moment of their deepest, most agonizing spiritual difficulties, cling only to the free verdict of their heart?","Fyodor Dostoevsky,","doubt, faith, god, miracles",0
"Thou didst not come down from the cross when they shouted to Thee, mocking and reviling Thee, ""Come down from the cross and we will believe that Thou art He."" Thou didst not come down, for again Thou wouldst not enslave man by a miracle. Thou didst crave faith given freely, not based on a miracle. Thou didst crave for free love and not the base raptures of the slave before the might that has overawed him for ever.","Fyodor Dostoevsky,","catholicism, faith, god, love, piety",0
"Faith exalts the human heart, by removing it from the market-place, making it sacred and unexchangeable. Under the jurisdiction of religion our deeper feelings are sacralised, so as to become raw material for the ethical life: the life lived in judgement. When faith declines, however, the sacred is unprotected from marauders; the heart can be captured and put on sale. When this happens the human heart becomes kitsch. The clichéd kiss, the doe-eyed smile, the Christmas-card sentiments advertise what cannot be advertised without ceasing to be. They therefore commit the salesman to nothing; they can be bought and sold without emotional hardship, since the emotion, being a fantasy product, no longer exists in its committed and judgement-bearing form.","Roger Scruton,","artificiality, belief, faith",0
Human nature tends to disbelieve strange phenomena that doesn’t align with constraints of conventional reality. Dismissing experiences as imagination or insanity is less complicated than understanding their spiritual implications.,"Elise Monet,","faith, inspiration, life, psychology, spirituality, truth",0
"Nathan bowed his head, imagining God looking down past the stars and the cloud-skirted moon to Nathan behind the curtains and the widow on the sofa while both prayed for help.","KyLee Woodley,","faith, faith-in-fiction, inspirational-quotes-in-fiction",0
the curse turned to grace when the hurt turned to faith,DMX,"christianity, faith, inspirational, rap",0
"Though I don’t consider myself religious, I've come to the realisation that there's something out there. And while I am certain no one truly knows who or what, what matters is faith itself. Faith is a personal, unique thing to each of us, and we should respect one another's beliefs.",Blade Seventh,"belief, faith, god, religion",0
"If our reading of the Bible focuses our eyes on anyone other than God, we have gotten backwards the transformation process.
(ch. 1)","Jen Wilkin,","bible, bible-study, christian, christian-life, faith, god, spiritual-growth, spirituality",0
"And Christ still sends me roses. We try to be formed and held and kept by him, but instead he offers us freedom. And now when I try to know his will, his kindness floods me, his great love overwhelms me, and I hear him whisper, Surprise me.","Ron Hansen,",faith,0
