,quote,author,tags,likes
215,"Cindy Divine and her parents paused by their boat to take in the natural beauty. Lake Barkley could have been a top-paid model for a glossy postcard company that morning. It lay between little hills all dressed up in new green, and its mirror-like water reflected a cloudless sky everywhere except along the shoreline where the hills were upside down. Clusters of blossoms, dogwood and redbud, were scattered here and there on the hillsides, and a brightening red was coloring the sky along the eastern hilltops.","Shafter Bailey,","abuse, childhood, courage, courtroom-drama, guardian-angel, hope, inspirational, miracles, overcoming-trauma, resilience",296
216,"There is strange comfort in knowing that no matter what happens today, the Sun will rise again tomorrow.","Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, ambition, author, awakening, be-happy, be-proud, believe, bestseller, bohemian, break-barriers, carmaker, chances, change, chase-dreams, cherish, coming-of-age, compassion, competition, confidence, conquer, conquer-fear, content, control-you-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-worry-be-happy, dream-big, dreamer, empower, energy, enjoy-life, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, free, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, gratitude, happiness, heal, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, laugh, learn, liberate, liberating, life, life-lessons, light, limitless, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, memoir, never-quit, no-regrets, nomad, one-life, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, smile, soar, soul-food, spirituality, start-all-over, strength, struggle, success, thick-skin, think-outside-the-box, travel, values, wander, wanderlust, writer",284
217,"Night flight to San Francisco; chase the moon across America. God, it’s been years since I was on a plane. When we hit 35,000 feet we’ll have reached the tropopause, the great belt of calm air, as close as I’ll ever get to the ozone. I dreamed we were there. The plane leapt the tropopause, the safe air, and attained the outer rim, the ozone, which was ragged and torn, patches of it threadbare as old cheesecloth, and that was frightening. But I saw something that only I could see because of my astonishing ability to see such things: Souls were rising, from the earth far below, souls of the dead, of people who had perished, from famine, from war, from the plague, and they floated up, like skydivers in reverse, limbs all akimbo, wheeling and spinning. And the souls of these departed joined hands, clasped ankles, and formed a web, a great net of souls, and the souls were three-atom oxygen molecules of the stuff of ozone, and the outer rim absorbed them and was repaired. Nothing’s lost forever. In this world, there’s a kind of painful progress. Longing for what we’ve left behind, and dreaming ahead. At least I think that’s so.","Tony Kushner,",hope,277
218,Sometimes to self-discover you must self-destruct.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",277
219,"Farewell Hope, and with Hope farewell Fear",John Milton,hope,259
220,"We yearned for the future. How did we learn it, that talent for insatiability?","Margaret Atwood,","future, hope, insatiability",259
221,The thing the sixties did was to show us the possibilities and the responsibility that we all had. It wasn't the answer. It just gave us a glimpse of the possibility.,John Lennon,"1960s, beatles, hope, possibility, responsibility",257
222,"What a lovely thing a rose is!""

He walked past the couch to the open window and held up the drooping stalk of a moss-rose, looking down at the dainty blend of crimson and green. It was a new phase of his character to me, for I had never before seen him show any keen interest in natural objects.

""There is nothing in which deduction is so necessary as religion,"" said he, leaning with his back against the shutters. ""It can be built up as an exact science by the reasoner. Our highest assurance of the goodness of Providence seems to me to rest in the flowers. All other things, our powers, our desires, our food, are all really necessary for our existence in the first instance. But this rose is an extra. Its smell and its color are an embellishment of life, not a condition of it. It is only goodness which gives extras, and so I say again that we have much to hope from the flowers.","Arthur Conan Doyle,","deduction, flowers, goodness, hope, nature, providence, reason, religion, roses",254
223,"Turn around and believe that the good news that we are loved is better than we ever dared hope, and that to believe in that good news, to live out of it and toward it, to be in love with that good news, is of all glad things in this world the gladdest thing of all. Amen, and come Lord Jesus.","Frederick Buechner,","hope, inspiration, jesus",253
224,"And in despair I bowed my head;
""There is no peace on earth,"" I said;
""For hate is strong,
And mocks the song
Of peace on earth, good-will to men!""

Then pealed the bells more loud and deep:
""God is not dead, nor doth he sleep!
The Wrong shall fail,
the Right prevail,
With peace on earth, good-will to men!",Henry Wadsworth Longfellow,"christmas, despair, god, hope, poetry",253
225,"She…hoped. And hope was dangerous. Hope was the most vicious evil of them all, the thing that had managed to thrive in Pandora’s box among misery, and disease, and sadness—and what could endure alongside others with such teeth if it didn’t have ghastly claws of its own?","Chloe Gong,",hope,252
226,"I met a boy whose eyes showed me that the past, present and future were all the same thing.",Jennifer Elisabeth,"anxiety, art, beach, born-ready, cape-cod, coming-of-age, constellations, depression, destiny, eyes, fate, friends, future, girls, growing, growing-up, healing, hope, inspiration, jennifer-elisabeth, learning, life, love, lovers, ocean, past, pray, prayer, present, red-thread, red-thread-of-destiny, red-thread-of-fate, self-acceptance, self-love, self-reflection, soul, soul-mates, stars, teenagers, teens, time, universe, wish",250
227,"People need stories, child. They bring us hope, and that hope is real. If that's the case, what does it matter whether people in them actually lived?","Brandon Sanderson,","fantasy, hope, stories",245
228,"In these times I don't, in a manner of speaking, know what I want; perhaps I don't want what I know and want what I don't know.","Marsilio Ficino,","ambivalence, doubt, hope, uncertainty",244
229,Stop trying to be less of who you are. Let this time in your life cut you open and drain all of the things that are holding you back.,"Jennifer Elisabeth,","anxiety, art, beach, born-ready, cape-cod, coming-of-age, constellations, depression, destiny, fate, friends, girls, growing, growing-up, hope, inspiration, jennifer-elisabeth, learning, life, love, lovers, ocean, pray, prayer, red-thread, red-thread-of-destiny, red-thread-of-fate, self-acceptance, self-love, self-reflection, soul, soul-mates, stars, teenagers, teens, time, universe, wish",242
230,To plant a garden is to believe in tomorrow.,Audrey Hepburn,"hope, inspirational",241
231,A tamed woman will never leave her mark in the world.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",241
232,"You can't eat hope,' the woman said.
You can't eat it, but it sustains you,' the colonel replied.","Gabriel García Márquez; Morino, Angelo (translator),",hope,240
233,"It is not too late to seek a newer world.
Push off, and sitting well in order smite
The sounding furrows; for my purpose holds
To sail beyond the sunset, and the baths
Of all the western stars, until I die.
It may be that the gulfs will wash us down:
It may be we shall touch the Happy Isles,
And see the great Achilles, whom we knew.
Tho’ much is taken, much abides; and tho’
We are not now that strength which in old days
Mov’d earth and heaven, that which we are, we are:
One equal temper of heroic hearts,
Made weak by time and fate, but strong in will
To strive, to seek, to find, and not to yield.","Alfred, Lord Tennyson,","determination, hope, poetry",237
234,"To be running breathlessly, but not yet arrived, is itself delightful, a suspended moment of living hope.","Anne Carson,",hope,237
235,"Hope springs eternal in the human breast;
Man never Is, but always To be blest.
The soul, uneasy, and confin'd from home,
Rests and expatiates in a life to come.","Alexander Pope,","hope, poetry",232
236,"Right now, we're living in an ugly chapter of our lives, but books always get better!","Chris Colfer,","books, fantasy, hope, inspirational, self-help",230
237,Tell me there is still good in the world. Tell me there is still hope for all of us.,"Marie Lu,","good, hope",226
238,"Totally without hope one cannot live. To live without hope is to cease to live. Hell is hopelessness. It is no accident that above the entrance to Dante's hell is the inscription: ""Leave behind all hope, you who enter here.","Jurgen Moltmann,","hope, life",225
239,"What hope is there?"" I asked. ""If even angels fall, what hope is there for the rest of us?","Richelle Mead,","angel, georgina, hope",217
240,Faith goes up the stairs that love has built and looks out the windows which hope has opened.,Charles H. Spurgeon,"hope, love",354
241,"While there's life, there's hope.",Marcus Tullius Cicero,"hope, life",346
242,"The future is uncertain, but that can be a good thing.","Jennifer Niven,","all-the-bright-places, future, hope, look-for-the-positive, smile",315
243,"I think sometimes when we find love we pretend it away, or ignore it, or tell ourselves we’re imagining it. Because it is the most painful kind of hope there is.","Rae Carson,","hope, ignore, imagination, love, pain, pretend",302
244,But what we call our despair is often only the painful eagerness of unfed hope.,"George Eliot,","anguish, despair, fulfillment, hope",296
245,"Take a shower. Wash away every trace of yesterday. Of smells. Of weary skin. Get dressed. Make coffee, windows open, the sun shining through. Hold the cup with two hands and notice that you feel the feeling of warmth.  You still feel warmth. Now sit down and get to work. Keep your mind sharp, head on, eyes on the page and if small thoughts of worries fight their ways into your consciousness: threw them off like fires in the night and keep your eyes on the track. Nothing but the task in front of you. 
Get off your chair in the middle of the day. Put on your shoes and take a long walk on open streets around people. Notice how they’re all walking, in a hurry, or slowly. Smiling, laughing, or eyes straight forward, hurried to get to wherever they’re going. And notice how you’re just one of them. Not more, not less. Find comfort in the way you’re just one in the crowd. Your worries: no more, no less.

Go back home. Take the long way just to not pass the liquor store. Don’t buy the cigarettes. Go straight home. Take off your shoes. Wash your hands. Your face. Notice the silence. Notice your heart. It’s still beating. Still fighting. Now get back to work. Work with your mind sharp and eyes focused and if any thoughts of worries or hate or sadness creep their ways around, shake them off like a runner in the night for you own your mind, and you need to tame it. Focus. Keep it sharp on track, nothing but the task in front of you.
Work until your eyes are tired and head is heavy, and keep working even after that.

Then take a shower, wash off the day. Drink a glass of water. Make the room dark. Lie down and close your eyes. Notice the silence. Notice your heart. Still beating. Still fighting. You made it, after all. You made it, another day. And you can make it one more.  You’re doing just fine. You’re doing fine.

I’m doing just fine.","Charlotte Eriksson,","advice, alcohol, anxiety, belief, coffee, crowd, dark, darkness, depression, doing-fine, emotional, experience, fighting, going-on, growing, heart, heartache, home, hope, letting-go, life-advice, living, love, moving-on, night, open-streets, poem, poet, poetry, progress, prose, recovery, sad, sadness, spring, sun, tired, windows, worries, worrying, writer, youth",288
246,My hope still is to leave the world a bit better than when I got here.,Jim Henson,"henson, hope, humor, inspirational, life",257
247,"When I listened to her, I understood: You have to hold out to see how your life unfolds, because it is most likely beyond what you can imagine. It is not a question of if you will survive this, but what beautiful things await you when you do. I had to believe her, because she was living proof. Then she said, Good and bad things come from the universe holding hands. Wait for the good to come.","Chanel Miller,","hope, survivors, waiting-for-hope",250
248,"Each time a man stands up for an ideal, or acts to improve the lot of others, or strikes out against injustice, he sends forth a tiny ripple of hope, and crossing each other from a million different centers of energy and daring those ripples build a current which can sweep down the mightiest walls of oppression and resistance.",Robert F. Kennedy,"hope, injustice, politcal",239
249,Succeeding in life is about having that onetime urgency to go for it.,Vernon Davis,"dreams, faith, growth, healing, hope, life-journey, self-discovery, success, teaching-learning",232
250,"I really don't even know you, and yet, in my life, you are forever entangled; to my history, inextricably bound.","Sarah Ockler,","forever, hope, love",230
251,"A red-gold glow burst suddenly across the enchanted sky above them as an edge of dazzling sun appeared over the sill of the nearest window. The light hit both of their faces at the same time, so that Voldemort's was suddenly a flaming blur. Harry heard the high voice shriek as he too yelled his best hope to the heavens, pointing Draco's wand:
""Avada Kedavra!""
""Expelliarmus!""
The bang was like a cannon blast, and the golden flames that erupted between them, at the dead center of the circle they had been treading, marked the point where the spells collided. Harry saw Voldemort's green jet meet his own spell, saw the Elder Wand fly high, dark against the sunrise, spinning across the enchanted ceiling, spinning through the air toward the master it would not kill, who had come to take full possession of it at last.","J.K. Rowling,","avada-kedavra, duel, elder-wand, harry-potter, hope, voldemort",224
252,Hope is a force of nature. Don't let anyone tell you different.,"Jim Butcher,","harry-dresden, hope",220
253,"Whether we wound or are wounded, the blood that flows is red.",Eiichiro Oda,"hope, one-piece, pirates, respect",219
254,"I wanted to see the place where Margaret grew to what she is, even at the worst time of all, when I had no hope of ever calling her mine.","Elizabeth Gaskell,","hope, love, unrequited-love",218
255,We swallowed the chaos because we knew we didn't want to be ordinary.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",203
256,The difference between hope and despair is a different way of telling stories from the same facts.,Alain de Botton,"despair, hope, perspective",202
257,The best kind of humans are the ones who stay.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",202
258,"To live on a day-to-day basis is insufficient for human beings; we need to transcend, transport, escape; we need meaning, understanding, and explanation; we need to see over-all patterns in our lives. We need hope, the sense of a future. And we need freedom (or, at least, the illusion of freedom) to get beyond ourselves, whether with telescopes and microscopes and our ever-burgeoning technology, or in states of mind that allow us to travel to other worlds, to rise above our immediate surroundings.

We may seek, too, a relaxing of inhibitions that makes it easier to bond with each other, or transports that make our consciousness of time and mortality easier to bear. We seek a holiday from our inner and outer restrictions, a more intense sense of the here and now, the beauty and value of the world we live in.",Oliver Sacks,"consciousness, day-to-day, escape, explanation, freedom, future, hope, human-beings, inhibitions, life, living, meaning, patterns, transcendence, transport, understanding",192
259,I want him to love me as much as I love him.,"L.J. Smith,","elena-gilbert, hope, love, romance, stefan-salvatore",190
260,"Pray, hope, and don't worry. Worry is useless. God is merciful and will hear your prayer.",Padre Pio,"god, hope, prayer, worry",189
261,"They want us to be afraid.
They want us to be afraid of leaving our homes.
They want us to barricade our doors
and hide our children.
Their aim is to make us fear life itself!
They want us to hate.
They want us to hate 'the other'.
They want us to practice aggression
and perfect antagonism.
Their aim is to divide us all!
They want us to be inhuman.
They want us to throw out our kindness.
They want us to bury our love
and burn our hope.
Their aim is to take all our light!
They think their bricked walls
will separate us.
They think their damned bombs
will defeat us.
They are so ignorant they don’t understand
that my soul and your soul are old friends.
They are so ignorant they don’t understand
that when they cut you I bleed.
They are so ignorant they don’t understand
that we will never be afraid,
we will never hate
and we will never be silent
for life is ours!",Kamand Kojouri,"activism, activist, advocacy, afraid, aggression, aim, animosity, annihilate, annihilation, antagonism, arms, barricade, battle, bleed, bomb, bombs, burn, bury, camaraderie, change, children, community, conflict, corrupt, corruption, cut, dark, darkness, defeat, disapprove, divide, division, donald-trump, door, execute, execution, extortion, famine, fear, fight, friends, futile, genocide, government, hate, hatred, hide, home, hope, hope-poems, hopeful, hopeless, hopelessness, hostility, houses, human, humane, humanity, humanness, hunger, ignorance, ignorant, inhuman, inhumane, inspiration, inspirational, kamand, kamand-kojouri, kill, kind, kindness, kojouri, life, life-poems, light, love, love-revolution, love-trumps-war, love-wins, massacre, media, murder, no-wall, object, objection, obliterate, one-earth, one-love, one-nation, oneness, otherness, outcry, peace, politicians, politics, protest, rebel, rebellious, revolt, revolution, scar, scared, scary, separate, separation, silence, silent, solidarity, solidarity-poems, solidarity-quotes, soul, trump, understand, union, unity, unity-poems, unity-quotes, walls, war, war-poems, war-quotes, wholeness",188
262,"...and that's when I get to wondering, what would happen if I told her she something good, ever day?","Kathryn Stockett,","hope, self-esteem",183
263,"Keep a light, hopeful heart. But ­expect the worst.",Joyce Carol Oates,"best, hope, optimism, pessimism, pragmatism, worst",181
264,Fear is the glue that keeps you stuck. Faith is the solvent that sets you free.,Shannon L. Alder,"believing, faith, freedom, god-s-plan, hope, love-one-another, patience, prayer, stuck, trusting-god, waiting",181
265,Darkness does not leave us easily as we would hope.,Margaret Stohl,"beautiful-darkness, darkness, hope",174
266,We carry within us the wonders we seek without us.,"Sir Thomas Browne,","hope, humans",168
267,Broken heart will turn into a stronger one within hope.,"Toba Beta,","better, broken-heart, hope",164
268,"Hope and Memory have one daughter and her name is Art, and she has built her dwelling far from the desperate field where men hang out their garments upon forked boughs to be banners of battle. O beloved daughter of Hope and Memory, be with me for a while.",William Butler Yeats,"art, hope, literature, memory, poetry",156
269,"what am i to you he asks
i put my hands in his lap
and whisper you
are every hope
i've ever had
in human form","Rupi Kaur,","hope, love",156
270,"I'm inspired by the people I meet in my travels--hearing their stories, seeing the hardships they overcome, their fundamental optimism and decency. I'm inspired by the love people have for their children. And I'm inspired by my own children, how full they make my heart. They make me want to work to make the world a little bit better. And they make me want to be a better man.",Barack Obama,"family, hope, service",292
271,The past is made out of facts... I guess the future is just hope.,"Isaac Marion,","future, hope, past",223
272,"You said you knew the perfect place to run to. A place that was empty of people, and buildings, and far, far away. A place covered in blood-red earth and sleeping life. A place longing to come alive again. It's a place for disappearing, you'd said, a place for getting lost... and for getting found.
I'll take you there, you'd said.
And I could say that I agreed.","Lucy Christopher,","better-life, finding-yourself, freedom, hope, living-life-to-the-fullest, running-away",209
273,"in a woman's womb.
another chance.
to make the world better.","Ellen Hopkins,","future, hope, life",206
274,"If you follow the will of God, you know that in spite of all the terrible things that happen to you, you will never lose a final refuge. You know that the foundation of the world is love, so that even when no human being can or will help you, you may go on, trusting in the One that loves you.",Pope Benedict XVI,"god, hope, love",206
275,The struggles we endure today will be the ‘good old days’ we laugh about tomorrow.,"Aaron Lauritsen,","100-days-drive, 100daysdrive, acceptance, accomplish, adventure, ambition, author, awakening, be-happy, be-proud, believe, bestrong, bestseller, bohemian, break-barriers, carma, chances, change, chase-dreams, cherish, coming-of-age, compassion, competition, confidence, conquer, conquer-fear, content, control-your-life, courage, crossroads, destiny, determination, dig-deep, don-t-give-up, don-t-judge, don-t-worry-be-happy, dream-big, dreamer, empower, energy, enjoy-life, explore, faith, fearless, find-yourself, follow-your-dreams, follow-your-heart, follow-your-own-path, forgive, free, freedom, fresh-start, goal-setting, goals, goals-in-life, good-soul, gratitude, happiness, heal, high-road, hope, humanity, humility, inner-beauty, inner-strength, inspiration, journey, joy, judgement, laugh, learn, liberate, liberating, life, life-lessons, light, limitless, live-life-quotes, love-thy-neighbor, love-thyself, love-yourself, luck, memoir, never-quit, no-regrets, nomad, one-life, open-road, opportunity, parenthood, perspective, positive-thinking, power, pride, push-limits, quote-of-the-day, quotes, reflections, resiliency, respect, risk-taking, road-trip, satisfaction, service-to-others, smile, soar, soul-food, spirituality, start-all-over, staystrong, strength, struggle, success, teamwork, thick-skin, think-outside-the-box, travel, truth, values, walk-a-mile, wander, wanderlust, wateroffaducksback, writer",205
276,I feel no need for any other faith than my faith in the kindness of human beings. I am so absorbed in the wonder of earth and the life upon it that I cannot think of heaven and angels.,Pearl S. Buck,"angel, being, earth, faith, heaven, hope, human, kindness, later, life, now",191
277,"To this day, I can never shake the connection between this boy, Peeta Mellark, and the bread that gave me hope, and the dandelion that reminded me that I was not doomed.","Suzanne Collins,","hope, katniss-and-peeta, the-hunger-games",185
278,"No amount of me trying to explain myself was doing any good. I didn't even know what was going on inside of me, so how could I have explained it to them?","Sierra D. Waters,","advocates, america, anxiety, anxiety-attack, anxiety-disorders, arizona, child-abuse, control, corruption, crime, crime-and-punishment, domestic, domestic-abuse, domestic-violence, enable-abuse, family, family-drama, family-relationships, fighter, government, growing-up, growth, healing, hope, hopeful, hopeful-heart, hurt, injustice, inspire, justice, justice-system, law-enforcement, lawmakers, laws, life, living, memoir, memories, overcoming, panic-attack, panic-attacks, pedophile, physical-abuse, police, politicians, politics, post-traumatic-stress, power, powerful-story, powerless, ptsd, quote, quotes, rape, rape-culture, rape-of-a-child, rape-survivor, raped, red-tape, safety, sexual-abuse, sexual-assault, sexual-violence, south, southern, survival, survive, survivor, survivors-of-abuse, truth, united-states, united-states-of-america, violence, violence-against-women, youth",177
279,"But we were born of risen apes, not fallen angels, and the apes were armed killers besides. And so what shall we wonder at? Our murders and massacres and missiles, and our irreconcilable regiments? Or our treaties whatever they may be worth; our symphonies however seldom they may be played; our peaceful acres, however frequently they may be converted into battlefields; our dreams however rarely they may be accomplished. The miracle of man is not how far he has sunk but how magnificently he has risen. We are known among the stars by our poems, not our corpses.","Robert Ardrey,","hope, humanity",169
280,"While the heart beats, hope lingers.",Alison Croggon,hope,168
281,"Never give up.
It's like breathing—once you quit, your flame dies letting total darkness extinguish every last gasp of hope. You can't do that. You must continue taking in even the shallowest of breaths, continue putting forth even the smallest of efforts to sustain your dreams. Don't ever, ever, ever give up.","Richelle E. Goodrich,","ambition, desires, dreams, drive, effort, hope, inspirational, perserverance, richelle, richelle-goodrich, trying",166
282,"When oppressed and lost people see your supernatural life shining so bright, they are attracted! They are attracted to the Jesus in you.","Kathryn Krick,","attraction, faith, god, good-and-evil, hope, inner-peace, jesus, love, self-growth, shining",166
283,"Hope and fear come from feeling that we lack something; they come from a sense of poverty. We can’t simply relax with ourselves. We hold on to hope, and hope robs us of the present moment. We feel that someone else knows what's going on, but that there's something missing in us, and therefore something is lacking in our world.","Pema Chödrön,","fear, fomo, hope",165
284,There are so many wild animals on the property. It makes the ashram Noah’s Arkish. All the wildlife is intact; watching the animals adds to the safety and rescue aspects of the ashram. The ashram’s pristine environment along with its celibacy policy and abundance of food is like a Garden of Eden. Like starting over! You forget about sex and spending your whole paycheck on organic apples.,"Tom Hillman,","fiction, god, hope, journey, life, nature, relateable, soul-healing, values",164
285,"In the midst of winter, I find within me the invisible summer...","Leo Tolstoy,",hope,161
286,Madness and chaos are self-destructing but over thinking is the suicide.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",160
287,"I caught myself thinking about falling in love with someone who I hoped was out there right now thinking about the possibility of me, but I quickly banished the notion. It was that kind of thinking that landed me in this situation to begin with. Hope can ruin you.","Perry Moore,","disappointment, failure, hope, love, unrequited-love",157
288,"If I lived a million lives, I would've felt a million feelings and I still would've fallen a million times for you.",robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",157
289,"Hope is a horrible thing, you know. I don't know who decided to package hope as a virtue because it's not. It's a plague. Hope is like walking around with a fishhook in your mouth and somebody just keeps pulling it and pulling it.","Ann Patchett,",hope,156
290,"I know now, after fifty years, that the finding/losing, forgetting/remembering, leaving/returning, never stops. The whole of life is about another chance, and while we are alive, till the very end, there is always another chance.","Jeanette Winterson,","chances, determination, hope, life, living, perseverance",154
291,"Things will get easier, people's minds will change, and you should be alive to see it.",Ellen DeGeneres,"bullying, ellen-degeneres, hope, inspirational, life",149
292,"Nothing but a symbol? People die for symbols. People have hope because of symbols. They're not just lines. They're histories, cultures, traditions, given shape.","Roshani Chokshi,","enrique, hope, inspirational, symbols, the-gilded-wolves",145
293,"May it [American independence] be to the world, what I believe it will be, (to some parts sooner, to others later, but finally to all,) the signal of arousing men to burst the chains under which monkish ignorance and superstition had persuaded them to bind themselves, and to assume the blessings and security of self-government. That form which we have substituted, restores the free right to the unbounded exercise of reason and freedom of opinion. All eyes are opened, or opening, to the rights of man. The general spread of the light of science has already laid open to every view the palpable truth, that the mass of mankind has not been born with saddles on their backs, nor a favored few booted and spurred, ready to ride them legitimately... These are grounds of hope for others. For ourselves, let the annual return of this day forever refresh our recollections of these rights, and an undiminished devotion to them.

[Letter to Roger C. Weightman on the anniversary of the signing of the Declaration of Independence in 1776, 24 June 1826. This was Jefferson's last letter]","Thomas Jefferson,","american-independence, chains, freedom-of-opinion, hope, ignorance, light-of-science, monkish, reason, science, superstition",144
294,The truth is I didn’t need therapy; I just needed to feel loved and know that someone out there craved my attention.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",142
295,"The idea of the future, pregnant with an infinity of possibilities, is thus more fruitful than the future itself, and this is why we find more charm in hope than in possession, in dreams than in reality.","Henri Bergson,","dream, hope, time",140
296,"Tell me what’s the difference
between hope and waiting
because my heart doesn’t know
It constantly cuts itself on the glass of waiting
It constantly gets lost in the fog of hope",Anna Kamienska,"hope, patience",137
297,"You call it hope — that fire of fire!
It is but agony of desire.","Edgar Allan Poe,","hope, poetry",132
298,"And then it occurs to me. They are frightened. In me, they see their own daughters, just as ignorant, just as unmindful of all the truths and hopes they have brought to America. They see daughters who grow impatient when their mothers talk in Chinese, who think they are stupid when they explain things in fractured English. They see that joy and luck do not mean the same to their daughters, that to these closed American-born minds ""joy luck"" is not a word, it does not exist. They see daughters who will bear grandchildren born without any connecting hope passed from generation to generation.","Amy Tan,","china, concepts, daughters, family, fear, heritage, hope, ideas, immigration, joy, language, luck, mothers, perception, tradition, women",127
299,"Some of us walk around with a necklace of hope, an armour of sanity, but at the end of the day, they always come off. We reveal our naked, vulnerable, real selves.","Karen Quan,","armor, emotion, hope, loss, naked, necklace, sanity, selves, truth, vulnerable, word-junkies",47
300,"Long distance is hard. You have to trust that as you each change on your own, your relationship will also change along with you. It takes hope, good humor, and idealism. It takes a massive dose of courage to protect the relationship at all odds. It is hard, but worth it. You'll both be stronger as a result.","Craig M. Mullaney,","hope, love",258
301,"Every story has four parts: the beginning, the middle, the almost-ending, and the true ending. Unfortunately, not everyone gets a true ending. Most people give up at the part of the story where things are the worst, when the situation feels hopeless, but that is where hope is needed most. Only those who persevere can find their true ending.","Stephanie Garber,","endings, hope, stories",190
302,"You see, we cannot draw lines and compartments and refuse to budge beyond them. Sometimes you have to use your failures as stepping-stones to success. You have to maintain a fine balance between hope and despair.' He paused, considering what he had just said. 'Yes', he repeated. 'In the end, it's all a question of balance.","Rohinton Mistry,","balance, despair, hope",182
303,"Sometimes when you least expect it, the tables turn and that scary feeling that has taken hold of you for so long somehow turns into hope","David Archuleta,","fear, hope, hopeful, life-lessons",169
304,"She was broken, I think it’s because she loved too much and she was always blind to the fact that love too is sometimes broken.",robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",165
305,"None of this had been fated; none of it foretold. There had been no prophecies of a demon king or a dragon queen, a one-eyed Tailor, Heartrender twins. They were just the people who had shown up and managed to survive.
But maybe that was the trick of it: to survive, to dare to stay alive, to forge your own hope when all hope had run out.","Leigh Bardugo,","genya-safin, hope, nikolai-lantsov, rule-of-wolves, tamar-kir-bataar, tolya-kir-baatar, zoya-nazyalensky",165
306,youth is easily deceived because it is quick to hope.,Aristotle,"deceit, gullibility, hope, wisdom, youth",162
307,Love is love is love is love is love is love is love is love cannot be killed or swept aside.,Lin-Manuel Miranda,"hope, love, pride",160
308,Hope is a passion for the possible.,"Søren Kierkegaard,","ethics, hope, passion, philosophy, possibility, religion",149
309,People have hope because they cannot see Death standing behind them.,Tite Kubo,"hope, humor",148
310,Euripedes. Nothing is hopeless; we must hope for everything.,"Madeleine L'Engle,",hope,148
311,Society will always be too fragile to accept us for all that makes us beautiful.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",146
312,Appreciate the moment of a first kiss; it may be the last time you own your heart.,robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",145
313,"We're called to be faithful, to take those first difficult steps--and to leave the results up to God.",Alex Harris,"faithful, god, hope, inspirational, results, truth",143
314,"Una Salus Victis Nullam Sperare Salutem - (Latin - written 19 BC)
The only hope for the doomed, is no hope at all...","Virgil,",hope,140
315,"Yeah. I’m an asshole. But I promise you, when the shit rolls downhill and you need someone with a shovel, I’m an asshole who can get the job done.","Lotchie Burton,","change, confidence, courage, curiosity, exciting, exploration, faith, fast-paced, fear, hope",139
